customer_id,acquisition_channel,acquisition_date,age_group,gender,city,country,subscription_plan,first_purchase_value
CUST-001959,Email,2024-06-06,25-34,Female,Toronto,Canada,Premium,71.54
CUST-000503,Google Ads,2024-06-06,55+,Male,New York,United States,Basic,54.68
CUST-003497,Google Ads,2024-06-06,55+,Male,Birmingham,United Kingdom,Free,22.26
CUST-003518,Email,2024-06-06,25-34,Male,New York,United States,Basic,40.91
CUST-003063,Facebook,2024-06-06,55+,Male,Sydney,Australia,Basic,36.74
CUST-004866,Email,2024-06-06,25-34,Male,London,United Kingdom,Premium,91.37
CUST-005955,Google Ads,2024-06-06,25-34,Female,Pune,India,Enterprise,323.09
CUST-005803,Email,2024-06-06,45-54,Other,Pune,India,Enterprise,163.93
CUST-003477,Email,2024-06-06,18-24,Female,New York,United States,Free,24.24
CUST-000047,Google Ads,2024-06-07,55+,Male,Sydney,Australia,Basic,49.9
CUST-005268,Affiliate,2024-06-07,18-24,Male,Los Angeles,United States,Basic,62.51
CUST-004726,Email,2024-06-07,18-24,Male,Sydney,Australia,Enterprise,182.43
CUST-005115,Affiliate,2024-06-07,18-24,Male,Bengaluru,India,Basic,40.11
CUST-000491,Email,2024-06-07,,Male,Los Angeles,United States,Basic,44.97
CUST-001972,Facebook,2024-06-07,55+,Female,Chicago,United States,Basic,45.26
CUST-001565,Google Ads,2024-06-07,45-54,Male,Seattle,United States,Free,21.77
CUST-005223,Email,2024-06-07,45-54,Female,Chicago,United States,Premium,27.15
CUST-000614,Google Ads,2024-06-07,25-34,Male,Chicago,United States,Premium,97.59
CUST-003501,Google Ads,2024-06-07,25-34,Other,Manchester,United Kingdom,Enterprise,194.76
CUST-003825,Email,2024-06-07,25-34,Female,London,United Kingdom,Premium,120.68
CUST-002633,Email,2024-06-07,18-24,Female,Manchester,United Kingdom,Basic,43.99
CUST-002571,Google Ads,2024-06-07,45-54,Male,London,United Kingdom,Premium,54.98
CUST-003842,Email,2024-06-07,,Female,Chicago,United States,Enterprise,213.62
CUST-003887,Email,2024-06-07,18-24,Male,Melbourne,Australia,Premium,114.34
CUST-000847,Email,2024-06-07,45-54,Female,Toronto,Canada,Basic,60.63
CUST-000840,Google Ads,2024-06-07,35-44,Male,Mumbai,India,Premium,59.26
CUST-000681,Google Ads,2024-06-07,45-54,Male,Pune,India,Basic,59.89
CUST-000615,Email,2024-06-07,35-44,Female,Pune,India,Basic,54.91
CUST-004431,Google Ads,2024-06-07,35-44,Male,Montreal,Canada,Basic,32.87
CUST-000730,Google Ads,2024-06-08,55+,Female,Toronto,Canada,Free,26.92
CUST-001660,Email,2024-06-08,35-44,Male,Bengaluru,India,Enterprise,197.66
CUST-001132,Email,2024-06-08,25-34,Female,New York,United States,Enterprise,188.85
CUST-004048,Facebook,2024-06-08,55+,Female,New York,United States,Premium,70.98
CUST-001671,Google Ads,2024-06-08,25-34,Male,Birmingham,United Kingdom,Free,20.63
CUST-003443,Email,2024-06-08,18-24,Male,Seattle,United States,Premium,92.12
CUST-005033,Google Ads,2024-06-08,18-24,Male,Melbourne,Australia,Premium,93.31
CUST-001661,Email,2024-06-08,55+,Male,Seattle,United States,Enterprise,173.77
CUST-002579,Email,2024-06-08,45-54,Female,Sydney,Australia,Premium,125.68
CUST-004762,Email,2024-06-08,55+,Female,Los Angeles,United States,Basic,43.35
CUST-000247,Email,2024-06-08,18-24,Female,Melbourne,Australia,Premium,98.61
CUST-002605,Google Ads,2024-06-08,45-54,Female,Pune,India,Free,22.01
CUST-005265,Email,2024-06-08,25-34,Male,Manchester,United Kingdom,Premium,90.62
CUST-005536,Email,2024-06-08,45-54,Male,Montreal,Canada,Basic,55.14
CUST-005151,Google Ads,2024-06-08,25-34,Female,Austin,United States,Free,23.15
CUST-003854,Email,2024-06-08,35-44,Female,Delhi,India,Premium,78.99
CUST-005137,Instagram,2024-06-09,25-34,Female,New York,United States,Free,11.01
CUST-000748,Email,2024-06-09,18-24,Male,Delhi,India,Free,16.56
CUST-000239,Google Ads,2024-06-09,18-24,Male,New York,United States,Premium,93.67
CUST-005630,Google Ads,2024-06-09,25-34,Male,Chicago,United States,Free,24.32
CUST-003068,Google Ads,2024-06-09,45-54,Female,Bengaluru,India,Basic,40.07
CUST-005091,Email,2024-06-09,35-44,Male,London,United Kingdom,Free,16.58
CUST-000164,Google Ads,2024-06-09,18-24,Male,Chicago,United States,Premium,63.24
CUST-000751,Google Ads,2024-06-09,45-54,Other,Pune,India,Basic,54.23
CUST-005389,Email,2024-06-09,25-34,Male,Austin,United States,Premium,82.11
CUST-003694,Email,2024-06-09,25-34,Male,Toronto,Canada,Free,25.58
CUST-003445,Email,2024-06-09,18-24,Male,Mumbai,India,Free,25.43
CUST-002550,Email,2024-06-09,25-34,Female,New York,United States,Free,25.0
CUST-003561,Google Ads,2024-06-09,25-34,Male,Sydney,Australia,Premium,88.94
CUST-004281,Email,2024-06-09,55+,Female,Toronto,Canada,Premium,123.21
CUST-003236,Email,2024-06-09,35-44,Female,Vancouver,Canada,Basic,43.51
CUST-002555,Email,2024-06-09,25-34,Female,Manchester,United Kingdom,Basic,60.89
CUST-000237,Email,2024-06-09,25-34,Male,Austin,United States,Premium,102.09
CUST-004775,Google Ads,2024-06-09,18-24,Female,Birmingham,United Kingdom,Basic,56.03
CUST-001052,Email,2024-06-10,25-34,Female,Seattle,United States,Free,20.76
CUST-000604,Instagram,2024-06-10,35-44,Female,Birmingham,United Kingdom,Basic,50.23
CUST-003328,Email,2024-06-10,45-54,Female,Pune,India,Enterprise,183.32
CUST-000012,Google Ads,2024-06-10,25-34,Male,Chicago,United States,Premium,88.13
CUST-000535,Google Ads,2024-06-10,18-24,Female,Austin,United States,Basic,55.74
CUST-001339,Email,2024-06-10,35-44,Female,Pune,India,Enterprise,167.54
CUST-005545,Email,2024-06-10,35-44,Male,Mumbai,India,Basic,30.29
CUST-001474,Email,2024-06-10,35-44,Other,Mumbai,India,Free,20.57
CUST-001502,Email,2024-06-10,25-34,Male,Sydney,Australia,Basic,61.21
CUST-001516,Email,2024-06-10,25-34,Male,Chicago,United States,Premium,85.49
CUST-001674,Google Ads,2024-06-10,18-24,Female,Vancouver,Canada,Premium,60.33
CUST-005482,Email,2024-06-10,25-34,Male,Manchester,United Kingdom,Premium,77.81
CUST-003664,Email,2024-06-10,25-34,Female,Chicago,United States,Free,21.97
CUST-000674,Email,2024-06-10,25-34,Other,Bengaluru,India,Basic,20.62
CUST-004317,Email,2024-06-10,55+,Female,Los Angeles,United States,Premium,92.49
CUST-001602,Email,2024-06-10,45-54,Female,Delhi,India,Basic,45.23
CUST-003791,Email,2024-06-10,25-34,Male,Pune,India,Enterprise,188.31
CUST-000505,Email,2024-06-10,35-44,Male,New York,United States,Basic,45.0
CUST-003479,Email,2024-06-10,35-44,Male,Melbourne,Australia,Basic,51.48
CUST-001371,Email,2024-06-10,25-34,Male,Melbourne,Australia,Premium,93.2
CUST-001611,Google Ads,2024-06-10,45-54,Female,Montreal,Canada,Free,20.04
CUST-004027,Email,2024-06-10,35-44,Male,New York,United States,Basic,60.63
CUST-002116,Instagram,2024-06-10,25-34,Male,Seattle,United States,Free,28.46
CUST-003407,Affiliate,2024-06-11,18-24,Female,Melbourne,Australia,Basic,35.01
CUST-004499,Email,2024-06-11,45-54,Male,Manchester,United Kingdom,Free,24.66
CUST-002539,Email,2024-06-11,18-24,Female,Birmingham,United Kingdom,Basic,57.36
CUST-003071,Google Ads,2024-06-11,25-34,Male,Toronto,Canada,Basic,57.82
CUST-002719,Email,2024-06-11,25-34,Male,Los Angeles,United States,Basic,27.83
CUST-001481,Google Ads,2024-06-11,35-44,Male,Austin,United States,Free,24.59
CUST-004206,Email,2024-06-11,25-34,Male,New York,United States,Premium,127.41
CUST-005491,Email,2024-06-11,18-24,Male,Bengaluru,India,Basic,54.05
CUST-000486,Email,2024-06-11,25-34,Female,Montreal,Canada,Basic,48.76
CUST-002607,Email,2024-06-11,25-34,Female,Delhi,India,Basic,49.94
CUST-001066,Email,2024-06-11,25-34,Female,Toronto,Canada,Premium,89.28
CUST-004991,Email,2024-06-11,25-34,Other,Melbourne,Australia,Basic,35.37
CUST-004836,Google Ads,2024-06-11,25-34,Male,Austin,United States,Basic,73.76
CUST-001232,Google Ads,2024-06-12,45-54,Other,Delhi,India,Free,16.27
CUST-001227,Google Ads,2024-06-12,35-44,Female,New York,United States,Premium,133.45
CUST-005917,Email,2024-06-12,35-44,Male,Seattle,United States,Basic,48.95
CUST-003540,Email,2024-06-12,55+,Female,New York,United States,Free,29.66
CUST-005954,Email,2024-06-12,55+,Female,Manchester,United Kingdom,Premium,96.71
CUST-001807,Instagram,2024-06-12,25-34,Male,Mumbai,India,Free,24.78
CUST-005964,Email,2024-06-12,25-34,Female,Austin,United States,Basic,42.24
CUST-002871,Email,2024-06-12,18-24,Male,Seattle,United States,Basic,33.56
CUST-004464,Email,2024-06-12,45-54,Female,London,United Kingdom,Basic,58.23
CUST-002422,Google Ads,2024-06-12,18-24,Male,Montreal,Canada,Basic,31.34
CUST-003787,Email,2024-06-12,35-44,Female,Mumbai,India,Free,26.42
CUST-005231,Email,2024-06-12,25-34,Female,Bengaluru,India,Basic,46.01
CUST-005199,Google Ads,2024-06-12,25-34,Other,Vancouver,Canada,Free,26.88
CUST-002958,Google Ads,2024-06-13,25-34,Male,Toronto,Canada,Free,28.16
CUST-003987,Google Ads,2024-06-13,45-54,Male,Seattle,United States,Basic,52.59
CUST-005777,Google Ads,2024-06-13,35-44,Male,Melbourne,Australia,Free,19.33
CUST-004790,Email,2024-06-13,25-34,Female,Delhi,India,Enterprise,50.75
CUST-002098,Email,2024-06-13,18-24,Female,Chicago,United States,Basic,41.9
CUST-001070,Google Ads,2024-06-13,35-44,Male,Seattle,United States,Basic,53.74
CUST-004824,Email,2024-06-13,18-24,Female,Delhi,India,Basic,56.65
CUST-004540,Email,2024-06-13,45-54,Female,Seattle,United States,Free,30.89
CUST-002337,Email,2024-06-13,45-54,Male,Austin,United States,Free,20.8
CUST-001822,Google Ads,2024-06-13,18-24,Female,Chicago,United States,Premium,63.4
CUST-000964,Email,2024-06-13,35-44,Female,Chicago,United States,Premium,123.13
CUST-004361,Email,2024-06-13,25-34,Male,London,United Kingdom,Enterprise,167.33
CUST-001482,Email,2024-06-13,35-44,Male,Bengaluru,India,Basic,73.41
CUST-000637,Email,2024-06-13,25-34,Female,Pune,India,Free,15.14
CUST-000908,Email,2024-06-13,45-54,Female,Chicago,United States,Premium,100.98
CUST-005358,Email,2024-06-13,35-44,Male,Toronto,Canada,Basic,48.34
CUST-001105,Email,2024-06-13,55+,Male,Toronto,Canada,Free,18.71
CUST-005044,Email,2024-06-13,18-24,Male,Chicago,United States,Premium,77.02
CUST-004889,Email,2024-06-14,45-54,Female,Toronto,Canada,Premium,82.24
CUST-000050,Email,2024-06-14,25-34,Female,Chicago,United States,Free,23.87
CUST-005784,Instagram,2024-06-14,18-24,Female,Pune,India,Free,21.26
CUST-001139,Email,2024-06-14,18-24,Female,Seattle,United States,Basic,42.71
CUST-004550,Email,2024-06-14,25-34,Male,Birmingham,United Kingdom,Enterprise,210.04
CUST-001726,Email,2024-06-14,35-44,Female,Bengaluru,India,Premium,61.41
CUST-005984,Email,2024-06-14,45-54,Female,Los Angeles,United States,Free,19.62
CUST-004791,Email,2024-06-14,18-24,Female,Melbourne,Australia,Enterprise,217.61
CUST-002630,Google Ads,2024-06-14,18-24,Male,Chicago,United States,Free,24.04
CUST-005685,Email,2024-06-14,55+,Male,Delhi,India,Free,24.0
CUST-001153,Email,2024-06-14,25-34,Female,Austin,United States,Premium,128.8
CUST-004573,Email,2024-06-14,35-44,Male,Delhi,India,Basic,35.07
CUST-003194,Email,2024-06-14,35-44,Male,New York,United States,Premium,74.43
CUST-003656,Email,2024-06-14,45-54,Male,Birmingham,United Kingdom,Basic,57.57
CUST-001212,Email,2024-06-14,25-34,Other,Bengaluru,India,Premium,103.78
CUST-001357,Email,2024-06-14,18-24,Male,Los Angeles,United States,Free,25.71
CUST-004583,Instagram,2024-06-14,25-34,Female,Toronto,Canada,Premium,60.19
CUST-003608,Email,2024-06-14,35-44,Female,London,United Kingdom,Free,24.08
CUST-004021,Email,2024-06-15,35-44,Female,London,United Kingdom,Basic,52.11
CUST-005327,Google Ads,2024-06-15,35-44,Male,Delhi,India,Basic,27.79
CUST-004413,Email,2024-06-15,25-34,Male,New York,United States,Premium,94.55
CUST-002771,Google Ads,2024-06-15,25-34,Female,Birmingham,United Kingdom,Free,15.14
CUST-004910,Affiliate,2024-06-15,25-34,Male,Manchester,United Kingdom,Enterprise,180.96
CUST-005444,Email,2024-06-15,18-24,Female,Toronto,Canada,Premium,96.95
CUST-003429,Google Ads,2024-06-15,18-24,Female,Sydney,Australia,Free,27.77
CUST-002072,Email,2024-06-15,25-34,Male,Austin,United States,Premium,99.49
CUST-005673,Google Ads,2024-06-15,25-34,Male,Austin,United States,Free,32.0
CUST-001750,Email,2024-06-15,18-24,Female,Vancouver,Canada,Premium,90.76
CUST-004891,Email,2024-06-15,25-34,Female,Bengaluru,India,Free,17.84
CUST-001955,Google Ads,2024-06-15,25-34,Male,Melbourne,Australia,Premium,77.82
CUST-003982,Email,2024-06-15,35-44,Female,Bengaluru,India,Free,21.53
CUST-005766,Email,2024-06-15,25-34,Male,New York,United States,Premium,122.35
CUST-005127,Google Ads,2024-06-15,25-34,Male,Delhi,India,Free,32.54
CUST-003556,Email,2024-06-15,35-44,Female,New York,United States,Basic,25.59
CUST-001670,Email,2024-06-16,25-34,Other,Pune,India,Premium,90.46
CUST-001504,Affiliate,2024-06-16,45-54,Other,Austin,United States,Free,19.62
CUST-003914,Email,2024-06-16,25-34,Female,Chicago,United States,Free,29.89
CUST-004973,Email,2024-06-16,18-24,Male,Delhi,India,Premium,112.58
CUST-003698,Email,2024-06-16,35-44,Male,Sydney,Australia,Basic,52.93
CUST-003667,Email,2024-06-16,18-24,Female,Birmingham,United Kingdom,Basic,59.04
CUST-005593,Affiliate,2024-06-16,18-24,Female,Mumbai,India,Free,16.61
CUST-003585,Google Ads,2024-06-16,25-34,Female,Manchester,United Kingdom,Enterprise,202.92
CUST-004809,Email,2024-06-16,45-54,Female,New York,United States,Basic,57.72
CUST-003189,Google Ads,2024-06-16,25-34,Female,Austin,United States,Basic,59.99
CUST-000900,Google Ads,2024-06-16,25-34,Male,Pune,India,Premium,85.79
CUST-004204,Instagram,2024-06-16,18-24,Male,New York,United States,Free,24.75
CUST-002886,Instagram,2024-06-16,18-24,Male,Pune,India,Free,23.31
CUST-003454,Email,2024-06-16,18-24,Male,Seattle,United States,Basic,41.49
CUST-005336,Google Ads,2024-06-16,45-54,Male,Sydney,Australia,Premium,45.26
CUST-004162,Email,2024-06-16,25-34,Female,Vancouver,Canada,Enterprise,170.27
CUST-004259,Google Ads,2024-06-16,55+,Male,London,United Kingdom,Basic,67.34
CUST-005772,Email,2024-06-17,18-24,Female,Los Angeles,United States,Premium,65.57
CUST-003205,Email,2024-06-17,35-44,Male,Melbourne,Australia,Premium,62.39
CUST-000597,Email,2024-06-17,45-54,Male,Pune,India,Premium,120.79
CUST-001130,Google Ads,2024-06-17,25-34,Female,New York,United States,Basic,44.81
CUST-001343,Instagram,2024-06-17,18-24,Female,Manchester,United Kingdom,Basic,44.62
CUST-002236,Email,2024-06-17,18-24,Female,Bengaluru,India,Premium,83.63
CUST-004698,Instagram,2024-06-17,35-44,Male,Montreal,Canada,Free,20.74
CUST-002974,Google Ads,2024-06-17,25-34,Male,Pune,India,Premium,84.05
CUST-005236,Google Ads,2024-06-17,25-34,Female,London,United Kingdom,Free,28.74
CUST-003898,Email,2024-06-17,45-54,Other,Seattle,United States,Premium,83.35
CUST-004241,Email,2024-06-18,45-54,Female,Bengaluru,India,Free,26.44
CUST-002251,Affiliate,2024-06-18,35-44,Male,New York,United States,Premium,76.49
CUST-005298,Email,2024-06-18,18-24,Other,Chicago,United States,Premium,68.75
CUST-004009,Email,2024-06-18,45-54,Male,Vancouver,Canada,Premium,86.64
CUST-001393,Google Ads,2024-06-18,25-34,Female,Chicago,United States,Premium,119.08
CUST-003215,Google Ads,2024-06-18,18-24,Female,Mumbai,India,Basic,46.78
CUST-003567,Google Ads,2024-06-18,25-34,Female,Seattle,United States,Premium,96.08
CUST-005525,Affiliate,2024-06-18,55+,Female,Seattle,United States,Premium,115.84
CUST-002639,Google Ads,2024-06-18,55+,Other,Bengaluru,India,Basic,51.33
CUST-000578,Email,2024-06-18,25-34,Male,Seattle,United States,Premium,111.36
CUST-004541,Google Ads,2024-06-18,18-24,Male,Sydney,Australia,Free,21.0
CUST-003821,Google Ads,2024-06-18,45-54,Male,Los Angeles,United States,Basic,47.89
CUST-000534,Google Ads,2024-06-18,35-44,Other,Melbourne,Australia,Basic,45.5
CUST-003285,Email,2024-06-18,18-24,Female,Montreal,Canada,Free,22.1
CUST-002721,Google Ads,2024-06-18,45-54,Male,Sydney,Australia,Free,21.87
CUST-004445,Email,2024-06-19,25-34,Male,Melbourne,Australia,Basic,53.26
CUST-000683,Email,2024-06-19,18-24,Female,London,United Kingdom,Premium,68.13
CUST-004504,Google Ads,2024-06-19,35-44,Male,New York,United States,Premium,120.2
CUST-001924,Google Ads,2024-06-19,45-54,Female,New York,United States,Premium,115.81
CUST-003896,Email,2024-06-19,18-24,Male,Seattle,United States,Basic,54.57
CUST-002962,Email,2024-06-19,45-54,Female,Mumbai,India,Free,19.13
CUST-000413,Email,2024-06-19,18-24,Male,Chicago,United States,Free,22.77
CUST-000348,Email,2024-06-19,25-34,Female,Los Angeles,United States,Basic,62.75
CUST-004350,Google Ads,2024-06-19,35-44,Female,Manchester,United Kingdom,Basic,60.95
CUST-004349,Email,2024-06-19,25-34,Female,Pune,India,Premium,103.8
CUST-001627,Email,2024-06-20,18-24,Male,Austin,United States,Basic,66.82
CUST-004386,Email,2024-06-20,25-34,Male,Birmingham,United Kingdom,Basic,29.68
CUST-000643,Google Ads,2024-06-20,35-44,Female,Manchester,United Kingdom,Basic,61.28
CUST-004116,Email,2024-06-20,18-24,Female,Birmingham,United Kingdom,Basic,40.31
CUST-001634,Google Ads,2024-06-20,55+,Female,Manchester,United Kingdom,Basic,63.86
CUST-001844,Google Ads,2024-06-20,55+,Male,Montreal,Canada,Free,18.06
CUST-003511,Email,2024-06-20,18-24,Male,Bengaluru,India,Free,22.49
CUST-005465,Affiliate,2024-06-20,35-44,Female,Pune,India,Basic,52.74
CUST-001360,Email,2024-06-20,25-34,Male,Melbourne,Australia,Basic,19.45
CUST-000815,Email,2024-06-20,25-34,Male,Austin,United States,Free,12.99
CUST-005594,Email,2024-06-20,25-34,Male,Birmingham,United Kingdom,Premium,125.03
CUST-001594,Email,2024-06-20,25-34,Female,London,United Kingdom,Basic,27.05
CUST-002069,Google Ads,2024-06-20,25-34,Female,New York,United States,Basic,64.18
CUST-000746,Email,2024-06-20,18-24,Male,Toronto,Canada,Premium,85.61
CUST-001127,Email,2024-06-20,18-24,Male,Sydney,Australia,Premium,112.58
CUST-005834,Email,2024-06-20,35-44,Female,Pune,India,Premium,76.38
CUST-002132,Email,2024-06-20,18-24,Male,Mumbai,India,Basic,47.84
CUST-000576,Email,2024-06-20,18-24,Female,Chicago,United States,Enterprise,212.01
CUST-001749,Google Ads,2024-06-20,35-44,Male,Bengaluru,India,Premium,75.62
CUST-001179,Email,2024-06-20,25-34,Male,Chicago,United States,Free,21.43
CUST-001540,Google Ads,2024-06-21,18-24,Female,Manchester,United Kingdom,Premium,92.49
CUST-004072,Email,2024-06-21,18-24,Male,Los Angeles,United States,Premium,169.46
CUST-004603,Google Ads,2024-06-21,25-34,Female,Seattle,United States,Basic,60.34
CUST-003156,Google Ads,2024-06-21,18-24,Female,Montreal,Canada,Basic,44.36
CUST-005997,Email,2024-06-21,45-54,Male,Manchester,United Kingdom,Basic,58.27
CUST-000208,Email,2024-06-21,18-24,Female,Chicago,United States,Free,21.68
CUST-005061,Email,2024-06-21,25-34,Male,Vancouver,Canada,Premium,102.58
CUST-005747,Google Ads,2024-06-21,18-24,Male,Delhi,India,Basic,57.06
CUST-001133,Email,2024-06-21,25-34,Male,Melbourne,Australia,Free,17.85
CUST-001510,Email,2024-06-21,35-44,Female,New York,United States,Basic,44.08
CUST-004024,Email,2024-06-21,35-44,Female,Chicago,United States,Enterprise,232.11
CUST-000685,Email,2024-06-21,18-24,Female,London,United Kingdom,Free,24.32
CUST-004571,Email,2024-06-22,18-24,Female,New York,United States,Basic,56.15
CUST-004978,Email,2024-06-22,35-44,Female,Vancouver,Canada,Free,17.88
CUST-004584,Google Ads,2024-06-22,18-24,Female,London,United Kingdom,Enterprise,248.93
CUST-005054,Google Ads,2024-06-22,18-24,Male,Bengaluru,India,Premium,72.58
CUST-000136,Email,2024-06-22,25-34,Female,Bengaluru,India,Premium,86.47
CUST-003118,Google Ads,2024-06-22,35-44,Male,Manchester,United Kingdom,Premium,77.32
CUST-003922,Email,2024-06-22,18-24,Male,Pune,India,Enterprise,243.32
CUST-001562,Email,2024-06-22,55+,Male,Los Angeles,United States,Basic,44.99
CUST-001795,Email,2024-06-22,55+,Female,Birmingham,United Kingdom,Premium,93.61
CUST-004946,Email,2024-06-22,55+,Male,Sydney,Australia,Basic,48.09
CUST-005756,Email,2024-06-22,45-54,Female,New York,United States,Free,19.51
CUST-003473,Email,2024-06-22,35-44,Female,Seattle,United States,Premium,143.92
CUST-004705,Google Ads,2024-06-22,35-44,Male,Bengaluru,India,Free,16.48
CUST-001426,Email,2024-06-22,25-34,Female,Manchester,United Kingdom,Premium,82.37
CUST-005691,Google Ads,2024-06-22,25-34,Male,Austin,United States,Premium,67.94
CUST-001462,Email,2024-06-22,25-34,Female,New York,United States,Basic,44.03
CUST-005563,Email,2024-06-23,25-34,Female,Bengaluru,India,Basic,51.21
CUST-000211,Google Ads,2024-06-23,18-24,Male,Vancouver,Canada,Premium,105.24
CUST-004153,Email,2024-06-23,45-54,Female,Austin,United States,Basic,51.55
CUST-004205,Email,2024-06-23,35-44,Male,Pune,India,Premium,63.31
CUST-004710,Google Ads,2024-06-23,55+,Male,Birmingham,United Kingdom,Premium,96.91
CUST-003938,Email,2024-06-23,25-34,Male,Pune,India,Premium,125.95
CUST-004923,Email,2024-06-23,25-34,Male,Vancouver,Canada,Basic,41.26
CUST-000544,Email,2024-06-23,35-44,Male,Austin,United States,Basic,49.63
CUST-002331,Email,2024-06-23,18-24,Female,London,United Kingdom,Free,12.55
CUST-000421,Google Ads,2024-06-23,25-34,Female,Birmingham,United Kingdom,Free,25.2
CUST-000638,Email,2024-06-23,55+,Female,Chicago,United States,Basic,47.88
CUST-002394,Google Ads,2024-06-23,18-24,Male,Los Angeles,United States,Basic,63.16
CUST-005105,Email,2024-06-23,55+,Female,Chicago,United States,Free,15.66
CUST-004298,Google Ads,2024-06-23,35-44,Female,Manchester,United Kingdom,Enterprise,166.18
CUST-002144,Email,2024-06-24,25-34,Male,Manchester,United Kingdom,Premium,95.25
CUST-004624,Google Ads,2024-06-24,25-34,Female,Los Angeles,United States,Premium,76.8
CUST-000363,Email,2024-06-24,25-34,Male,New York,United States,Enterprise,312.96
CUST-003002,Email,2024-06-24,25-34,Male,Austin,United States,Premium,104.94
CUST-005524,Email,2024-06-24,18-24,Female,Pune,India,Basic,70.41
CUST-001258,Email,2024-06-24,55+,Female,Mumbai,India,Premium,77.38
CUST-003489,Email,2024-06-24,18-24,Female,Austin,United States,Enterprise,238.93
CUST-000007,Google Ads,2024-06-24,45-54,Male,Toronto,Canada,Premium,64.62
CUST-002397,Email,2024-06-24,25-34,Female,Austin,United States,Basic,43.96
CUST-003757,Email,2024-06-24,25-34,Female,Birmingham,United Kingdom,Premium,91.26
CUST-000951,Email,2024-06-24,18-24,Male,Birmingham,United Kingdom,Free,19.05
CUST-000563,Email,2024-06-24,18-24,Male,Los Angeles,United States,Free,27.62
CUST-005579,Email,2024-06-24,35-44,Male,Chicago,United States,Basic,53.0
CUST-002417,Email,2024-06-24,25-34,Male,Los Angeles,United States,Basic,37.24
CUST-002270,Google Ads,2024-06-25,25-34,Female,Austin,United States,Basic,64.3
CUST-002950,Google Ads,2024-06-25,45-54,Female,Seattle,United States,Enterprise,147.79
CUST-002531,Email,2024-06-25,35-44,Female,Mumbai,India,Premium,122.69
CUST-003653,Email,2024-06-25,25-34,Male,Montreal,Canada,Premium,89.75
CUST-004925,Email,2024-06-25,55+,Female,Chicago,United States,Free,28.4
CUST-001615,Google Ads,2024-06-25,35-44,Male,Seattle,United States,Enterprise,202.22
CUST-001037,Email,2024-06-25,18-24,Female,Montreal,Canada,Basic,40.29
CUST-003223,Email,2024-06-25,18-24,Male,Bengaluru,India,Premium,70.55
CUST-001320,Google Ads,2024-06-25,25-34,Male,New York,United States,Basic,44.1
CUST-005035,Email,2024-06-26,18-24,Female,Delhi,India,Premium,123.04
CUST-000829,Google Ads,2024-06-26,35-44,Female,Melbourne,Australia,Free,26.72
CUST-001211,Email,2024-06-26,25-34,Female,Toronto,Canada,Premium,85.36
CUST-002293,Instagram,2024-06-26,25-34,Female,Delhi,India,Basic,43.42
CUST-005108,Email,2024-06-26,18-24,Male,Delhi,India,Premium,43.84
CUST-000066,Email,2024-06-26,25-34,Male,Bengaluru,India,Basic,46.81
CUST-000711,Email,2024-06-26,25-34,Male,New York,United States,Premium,92.34
CUST-002572,Email,2024-06-26,35-44,Female,Montreal,Canada,Free,15.34
CUST-001768,Google Ads,2024-06-26,25-34,Female,Austin,United States,Premium,95.78
CUST-003543,Google Ads,2024-06-26,55+,Female,Mumbai,India,Basic,50.19
CUST-005889,Email,2024-06-26,45-54,Male,Seattle,United States,Basic,60.39
CUST-000456,Email,2024-06-26,35-44,Male,New York,United States,Basic,42.49
CUST-000522,Affiliate,2024-06-26,45-54,Male,Melbourne,Australia,Basic,46.05
CUST-005094,Email,2024-06-26,25-34,Female,Delhi,India,Free,26.48
CUST-000028,Email,2024-06-26,55+,Male,Seattle,United States,Basic,37.96
CUST-002193,Email,2024-06-26,25-34,Female,Seattle,United States,Basic,59.26
CUST-003875,Email,2024-06-26,35-44,Male,New York,United States,Premium,82.89
CUST-004375,Email,2024-06-26,18-24,Male,Seattle,United States,Premium,134.37
CUST-004430,Email,2024-06-27,25-34,Female,Montreal,Canada,Basic,36.81
CUST-002849,Email,2024-06-27,18-24,Female,Sydney,Australia,Premium,96.45
CUST-000468,Google Ads,2024-06-27,25-34,Male,Seattle,United States,Premium,143.32
CUST-002301,Email,2024-06-27,25-34,Male,Pune,India,Premium,145.53
CUST-001229,Google Ads,2024-06-27,45-54,Female,Chicago,United States,Premium,103.24
CUST-003225,Google Ads,2024-06-27,18-24,Male,Los Angeles,United States,Premium,68.95
CUST-003588,Email,2024-06-27,45-54,Male,London,United Kingdom,Premium,90.09
CUST-003023,Email,2024-06-27,35-44,Female,Manchester,United Kingdom,Premium,124.93
CUST-003281,Email,2024-06-27,18-24,Female,Sydney,Australia,Basic,50.36
CUST-001620,Email,2024-06-27,55+,Male,Toronto,Canada,Free,20.59
CUST-005005,Google Ads,2024-06-27,55+,Female,Pune,India,Free,24.47
CUST-004363,Email,2024-06-27,45-54,Other,Melbourne,Australia,Basic,32.34
CUST-005484,Email,2024-06-27,25-34,Male,Toronto,Canada,Premium,108.82
CUST-001254,Email,2024-06-28,18-24,Female,Austin,United States,Premium,106.65
CUST-005949,Email,2024-06-28,55+,Male,Los Angeles,United States,Free,27.19
CUST-003160,Google Ads,2024-06-28,55+,Male,Sydney,Australia,Basic,46.02
CUST-005655,Email,2024-06-28,25-34,Male,Birmingham,United Kingdom,Basic,47.61
