transaction_id,customer_id,transaction_date,product_category,amount,discount,profit,refund_flag
TXN-515029,CUST-002914,2024-09-02,Home & Garden,168.4,0.1,53.04,False
TXN-505105,CUST-004489,2024-09-02,Apparel,56.27,0.2,20.26,False
TXN-501797,CUST-002201,2024-09-02,Home & Garden,81.1,0.1,25.55,False
TXN-500004,CUST-003485,2024-09-02,Home & Garden,18.14,0.3,4.44,False
TXN-505738,CUST-005220,2024-09-02,Beauty,322.62,0.3,124.21,False
TXN-504885,CUST-002741,2024-09-02,Home & Garden,268.8,0.2,-25.81,True
TXN-512071,CUST-000028,2024-09-02,Apparel,18.22,0.2,6.56,False
TXN-502537,CUST-003121,2024-09-02,Apparel,84.43,0.3,26.59,False
TXN-506255,CUST-002661,2024-09-02,Apparel,86.31,0.1,34.96,False
TXN-516727,CUST-004963,2024-09-02,Electronics,5.0,0.3,0.63,False
TXN-507402,CUST-003446,2024-09-02,Apparel,64.02,0.2,23.05,False
TXN-502123,CUST-005820,2024-09-02,Sports & Outdoors,56.07,0.3,-4.71,True
TXN-516675,CUST-001189,2024-09-02,Electronics,117.8,0.15,18.02,False
TXN-501268,CUST-004953,2024-09-02,Apparel,97.44,0.3,30.69,False
TXN-512014,CUST-001768,2024-09-02,Home & Garden,95.47,0.2,26.73,False
TXN-506192,CUST-004880,2024-09-03,Apparel,42.89,0.3,13.51,False
TXN-509316,CUST-002062,2024-09-03,Home & Garden,15.27,0.1,-1.65,True
TXN-506971,CUST-002766,2024-09-03,Electronics,293.8,0.2,42.31,False
TXN-507108,CUST-002927,2024-09-03,Software Add-ons,75.3,0.1,48.8,False
TXN-509777,CUST-005151,2024-09-03,Software Add-ons,26.91,0.1,17.44,False
TXN-516769,CUST-004974,2024-09-03,Home & Garden,79.9,0.3,-6.71,True
TXN-516767,CUST-004917,2024-09-03,Beauty,112.18,0.2,49.36,False
TXN-516755,CUST-002402,2024-09-03,Sports & Outdoors,38.68,0.1,13.92,False
TXN-516787,CUST-003354,2024-09-03,Apparel,107.97,0.2,38.87,False
TXN-516737,CUST-002324,2024-09-03,Home & Garden,89.68,0.3,21.97,False
TXN-516085,CUST-003950,2024-09-03,Sports & Outdoors,78.53,0.3,21.99,False
TXN-513442,CUST-004997,2024-09-03,Home & Garden,125.54,0.3,30.76,False
TXN-516806,CUST-001359,2024-09-03,Electronics,33.49,0.3,4.22,False
TXN-506395,CUST-000701,2024-09-03,Beauty,55.83,0.2,24.57,False
TXN-515924,CUST-004884,2024-09-03,Apparel,69.46,0.3,21.88,False
TXN-516809,CUST-005411,2024-09-03,Home & Garden,114.93,0.3,28.16,False
TXN-516816,CUST-003892,2024-09-03,Apparel,55.72,0.2,20.06,False
TXN-513099,CUST-000665,2024-09-03,Apparel,41.58,0.15,15.9,False
TXN-516793,CUST-000821,2024-09-03,Electronics,36.95,0.3,4.66,False
TXN-512513,CUST-004796,2024-09-03,Electronics,170.84,0.2,24.6,False
TXN-515452,CUST-004389,2024-09-03,Apparel,61.77,0.3,19.46,False
TXN-507473,CUST-004360,2024-09-03,Beauty,54.9,0.2,24.16,False
TXN-509089,CUST-004090,2024-09-03,Sports & Outdoors,26.91,0.3,7.54,False
TXN-512143,CUST-000468,2024-09-03,Electronics,92.64,0.3,11.67,False
TXN-510599,CUST-001357,2024-09-03,Beauty,27.81,0.1,13.77,False
TXN-510371,CUST-002337,2024-09-03,Beauty,14.85,0.15,6.94,False
TXN-514155,CUST-000564,2024-09-03,Electronics,53.28,0.1,8.63,False
TXN-502700,CUST-001321,2024-09-03,Apparel,306.79,0.2,110.44,False
TXN-511919,CUST-001037,2024-09-03,Sports & Outdoors,53.04,0.1,19.09,False
TXN-505394,CUST-000027,2024-09-03,Electronics,137.11,0.1,22.21,False
TXN-508643,CUST-003340,2024-09-03,Apparel,15.12,0.3,4.76,False
TXN-508616,CUST-004442,2024-09-03,Apparel,229.43,0.2,82.6,False
TXN-510892,CUST-000597,2024-09-03,Software Add-ons,115.46,0.1,74.82,False
TXN-500233,CUST-004093,2024-09-03,Beauty,78.67,0.1,38.94,False
TXN-515522,CUST-001878,2024-09-03,Electronics,61.67,0.2,8.88,False
TXN-514270,CUST-002083,2024-09-03,Apparel,114.41,0.2,41.19,False
TXN-515225,CUST-001036,2024-09-03,Software Add-ons,218.14,0.3,109.94,False
TXN-501090,CUST-001951,2024-09-03,Electronics,99.34,0.2,-9.54,True
TXN-511924,CUST-003223,2024-09-03,Electronics,118.0,0.1,19.12,False
TXN-508368,CUST-005838,2024-09-03,Home & Garden,224.1,0.2,62.75,False
TXN-510395,CUST-004361,2024-09-03,Home & Garden,153.52,0.1,48.36,False
TXN-503908,CUST-005968,2024-09-03,Software Add-ons,112.63,0.1,72.98,False
TXN-501339,CUST-002635,2024-09-03,Home & Garden,40.9,0.2,11.45,False
TXN-507974,CUST-004433,2024-09-03,Home & Garden,100.36,0.2,28.1,False
TXN-514700,CUST-000825,2024-09-03,Home & Garden,124.51,0.2,34.86,False
TXN-514727,CUST-002773,2024-09-03,Electronics,105.87,0.2,15.25,False
TXN-507945,CUST-000206,2024-09-03,Beauty,89.58,0.1,44.34,False
TXN-510861,CUST-004162,2024-09-04,Beauty,107.97,0.2,47.51,False
TXN-510455,CUST-005358,2024-09-04,Beauty,45.59,0.2,20.06,False
TXN-508388,CUST-005076,2024-09-04,Beauty,38.5,0.3,14.82,False
TXN-511733,CUST-003489,2024-09-04,Software Add-ons,135.42,0.1,87.75,False
TXN-504513,CUST-003264,2024-09-04,Apparel,41.37,0.3,13.03,False
TXN-513430,CUST-003520,2024-09-04,Software Add-ons,74.0,0.2,42.63,False
TXN-504314,CUST-005418,2024-09-04,Sports & Outdoors,12.48,0.3,3.49,False
TXN-504323,CUST-005680,2024-09-04,Electronics,57.48,0.3,7.24,False
TXN-509532,CUST-003501,2024-09-04,Apparel,185.5,0.1,75.13,False
TXN-500185,CUST-001273,2024-09-04,Beauty,66.24,0.2,29.14,False
TXN-500655,CUST-005639,2024-09-04,Beauty,71.42,0.2,31.42,False
TXN-507453,CUST-003637,2024-09-04,Sports & Outdoors,126.93,0.1,-13.71,True
TXN-503253,CUST-005702,2024-09-04,Apparel,206.25,0.1,83.53,False
TXN-515856,CUST-001953,2024-09-04,Apparel,51.05,0.2,18.38,False
TXN-507516,CUST-005787,2024-09-04,Apparel,68.74,0.3,21.65,False
TXN-506625,CUST-003465,2024-09-04,Beauty,102.23,0.3,39.36,False
TXN-513812,CUST-005260,2024-09-04,Beauty,19.99,0.3,7.7,False
TXN-512127,CUST-002849,2024-09-04,Beauty,87.1,0.1,43.11,False
TXN-514740,CUST-005020,2024-09-04,Beauty,41.65,0.1,20.62,False
TXN-516823,CUST-004335,2024-09-04,Electronics,50.82,0.3,6.4,False
TXN-516822,CUST-001154,2024-09-04,Apparel,23.12,0.2,8.32,False
TXN-509680,CUST-001660,2024-09-04,Beauty,261.56,0.1,129.47,False
TXN-503973,CUST-004733,2024-09-04,Apparel,84.62,0.2,-8.12,True
TXN-502512,CUST-005846,2024-09-04,Home & Garden,47.49,0.3,11.63,False
TXN-509349,CUST-004914,2024-09-04,Electronics,52.4,0.3,6.6,False
TXN-510745,CUST-001955,2024-09-04,Sports & Outdoors,97.21,0.1,35.0,False
TXN-515529,CUST-000531,2024-09-04,Software Add-ons,78.52,0.3,39.58,False
TXN-510290,CUST-003987,2024-09-04,Home & Garden,31.36,0.3,7.68,False
TXN-502497,CUST-003363,2024-09-04,Home & Garden,131.78,0.3,32.28,False
TXN-513912,CUST-004735,2024-09-04,Home & Garden,118.77,0.2,33.25,False
TXN-513595,CUST-002052,2024-09-04,Home & Garden,39.75,0.1,12.52,False
TXN-514961,CUST-002444,2024-09-04,Electronics,18.37,0.3,2.31,False
TXN-507805,CUST-001650,2024-09-04,Home & Garden,111.13,0.1,35.01,False
TXN-504018,CUST-002781,2024-09-04,Beauty,72.81,0.3,28.03,False
TXN-510179,CUST-004206,2024-09-04,Electronics,111.85,0.3,14.09,False
TXN-506966,CUST-004966,2024-09-05,Apparel,48.8,0.1,19.77,False
TXN-513033,CUST-002258,2024-09-05,Beauty,64.69,0.1,32.02,False
TXN-514755,CUST-002874,2024-09-05,Electronics,39.93,0.1,6.47,False
TXN-513355,CUST-001437,2024-09-05,Home & Garden,20.94,0.3,5.13,False
TXN-516839,CUST-000937,2024-09-05,Home & Garden,79.82,0.3,19.56,False
TXN-509146,CUST-001519,2024-09-05,Apparel,54.48,0.1,22.06,False
TXN-508743,CUST-004720,2024-09-05,Sports & Outdoors,218.44,0.1,78.64,False
TXN-516843,CUST-005448,2024-09-05,Apparel,28.92,0.3,-2.43,True
TXN-509872,CUST-004281,2024-09-05,Apparel,100.71,0.2,36.26,False
TXN-506911,CUST-002994,2024-09-05,Beauty,115.32,0.2,50.74,False
TXN-506284,CUST-002674,2024-09-05,Electronics,25.25,0.15,3.86,False
TXN-516837,CUST-003635,2024-09-05,Apparel,63.97,0.2,23.03,False
TXN-500541,CUST-002835,2024-09-05,Beauty,154.13,0.3,59.34,False
TXN-501644,CUST-000273,2024-09-05,Software Add-ons,76.47,0.1,49.55,False
TXN-514795,CUST-005985,2024-09-05,Electronics,226.82,0.1,36.75,False
TXN-506546,CUST-001330,2024-09-05,Sports & Outdoors,24.81,0.3,6.95,False
TXN-500091,CUST-003536,2024-09-05,Software Add-ons,20.74,0.1,13.44,False
TXN-502044,CUST-004106,2024-09-05,Software Add-ons,19.22,0.2,11.07,False
TXN-501117,CUST-002075,2024-09-05,Beauty,113.15,0.2,49.79,False
TXN-507876,CUST-005607,2024-09-05,Sports & Outdoors,40.13,0.2,12.84,False
TXN-503284,CUST-004456,2024-09-05,Apparel,59.65,0.3,18.79,False
TXN-511589,CUST-002331,2024-09-05,Electronics,11.74,0.1,1.9,False
TXN-501419,CUST-001235,2024-09-05,Home & Garden,43.6,0.2,12.21,False
TXN-507891,CUST-001015,2024-09-05,Beauty,22.54,0.3,-1.89,True
TXN-503447,CUST-005451,2024-09-05,Electronics,139.13,0.3,17.53,False
TXN-505792,CUST-000186,2024-09-05,Beauty,121.36,0.1,60.07,False
TXN-509915,CUST-000237,2024-09-05,Electronics,172.8,0.3,21.77,False
TXN-506682,CUST-004651,2024-09-05,Home & Garden,102.19,0.3,25.04,False
TXN-507779,CUST-002610,2024-09-05,Electronics,182.69,0.3,23.02,False
TXN-512358,CUST-005419,2024-09-05,Electronics,36.72,0.2,5.29,False
TXN-510304,CUST-004790,2024-09-05,Home & Garden,293.75,0.1,92.53,False
TXN-516841,CUST-004059,2024-09-05,Beauty,45.96,0.1,22.75,False
TXN-510429,CUST-000637,2024-09-05,Electronics,10.51,0.3,1.32,False
TXN-502595,CUST-002565,2024-09-05,Electronics,45.37,0.1,-4.9,True
TXN-509324,CUST-003481,2024-09-05,Apparel,46.21,0.2,16.64,False
TXN-515617,CUST-002712,2024-09-05,Apparel,242.28,0.3,76.32,False
TXN-513463,CUST-003766,2024-09-05,Electronics,55.13,0.3,6.95,False
TXN-515568,CUST-002541,2024-09-05,Apparel,253.43,0.1,102.64,False
TXN-512470,CUST-001902,2024-09-05,Electronics,187.99,0.3,23.69,False
TXN-510006,CUST-005545,2024-09-05,Home & Garden,35.41,0.1,11.15,False
TXN-500138,CUST-002792,2024-09-05,Apparel,55.86,0.1,22.63,False
TXN-512818,CUST-003183,2024-09-05,Apparel,21.19,0.1,8.58,False
TXN-511186,CUST-001627,2024-09-05,Beauty,37.27,0.3,14.35,False
TXN-511705,CUST-005524,2024-09-06,Apparel,60.04,0.0,27.02,False
TXN-502962,CUST-004951,2024-09-06,Home & Garden,12.98,0.15,3.86,False
TXN-503849,CUST-000271,2024-09-06,Home & Garden,99.3,0.1,31.28,False
TXN-509786,CUST-000748,2024-09-06,Electronics,27.75,0.0,5.0,False
TXN-507847,CUST-003997,2024-09-06,Electronics,21.53,0.2,3.1,False
TXN-505839,CUST-005143,2024-09-06,Software Add-ons,182.07,0.3,91.76,False
TXN-502203,CUST-002480,2024-09-06,Software Add-ons,31.88,0.15,19.51,False
TXN-514413,CUST-000076,2024-09-06,Sports & Outdoors,66.73,0.1,24.02,False
TXN-513740,CUST-005909,2024-09-06,Software Add-ons,79.6,0.0,57.31,False
TXN-500469,CUST-005555,2024-09-06,Software Add-ons,24.18,0.05,16.54,False
TXN-501448,CUST-000299,2024-09-06,Apparel,48.47,0.0,21.81,False
TXN-500690,CUST-002679,2024-09-06,Apparel,65.71,0.1,26.61,False
TXN-516908,CUST-002589,2024-09-06,Sports & Outdoors,254.21,0.0,101.68,False
TXN-502556,CUST-000202,2024-09-06,Electronics,20.19,0.05,3.45,False
TXN-505684,CUST-005125,2024-09-06,Sports & Outdoors,31.49,0.0,12.6,False
TXN-511222,CUST-001634,2024-09-06,Beauty,30.82,0.15,14.41,False
TXN-502362,CUST-005031,2024-09-06,Software Add-ons,129.76,0.3,65.4,False
TXN-510920,CUST-003898,2024-09-06,Software Add-ons,109.65,0.0,78.95,False
TXN-503422,CUST-000031,2024-09-06,Apparel,185.9,0.1,75.29,False
TXN-502737,CUST-000352,2024-09-06,Sports & Outdoors,86.05,0.0,34.42,False
TXN-504297,CUST-002169,2024-09-06,Apparel,38.84,0.05,16.6,False
TXN-513797,CUST-004960,2024-09-06,Apparel,95.75,0.3,30.16,False
TXN-506111,CUST-000828,2024-09-06,Home & Garden,121.45,0.05,40.38,False
TXN-508859,CUST-004342,2024-09-06,Beauty,42.41,0.0,23.33,False
TXN-514127,CUST-004044,2024-09-06,Electronics,88.43,0.1,14.33,False
TXN-504382,CUST-001416,2024-09-06,Software Add-ons,30.83,0.2,17.76,False
TXN-516907,CUST-000785,2024-09-06,Apparel,27.49,0.0,12.37,False
TXN-516855,CUST-002333,2024-09-06,Software Add-ons,96.07,0.0,-11.53,True
TXN-506972,CUST-002766,2024-09-06,Home & Garden,203.76,0.15,60.62,False
TXN-514295,CUST-003581,2024-09-06,Apparel,95.68,0.0,43.06,False
TXN-514078,CUST-003196,2024-09-06,Software Add-ons,104.09,0.0,74.94,False
TXN-505815,CUST-001277,2024-09-06,Home & Garden,70.59,0.0,24.7,False
TXN-508764,CUST-003584,2024-09-06,Electronics,110.29,0.3,13.9,False
TXN-515416,CUST-001714,2024-09-06,Beauty,53.18,0.2,23.4,False
TXN-513475,CUST-000265,2024-09-06,Sports & Outdoors,139.51,0.05,53.01,False
TXN-511087,CUST-004445,2024-09-06,Software Add-ons,70.45,0.0,50.73,False
TXN-508717,CUST-005423,2024-09-06,Electronics,79.57,0.0,14.32,False
TXN-516872,CUST-002284,2024-09-06,Beauty,58.36,0.15,27.28,False
TXN-501222,CUST-005018,2024-09-06,Software Add-ons,50.81,0.0,36.58,False
TXN-516882,CUST-000992,2024-09-06,Electronics,20.74,0.0,3.73,False
TXN-506997,CUST-002330,2024-09-06,Home & Garden,51.66,0.1,16.27,False
TXN-514318,CUST-003928,2024-09-06,Home & Garden,60.33,0.0,21.12,False
TXN-515846,CUST-004985,2024-09-06,Home & Garden,16.96,0.15,5.05,False
TXN-502701,CUST-001321,2024-09-06,Beauty,158.87,0.0,-19.06,True
TXN-508137,CUST-004316,2024-09-06,Home & Garden,232.2,0.0,81.27,False
TXN-509018,CUST-001337,2024-09-06,Sports & Outdoors,167.87,0.1,60.43,False
TXN-509979,CUST-001339,2024-09-06,Beauty,192.16,0.1,95.12,False
TXN-516884,CUST-004621,2024-09-06,Sports & Outdoors,21.19,0.05,8.05,False
TXN-510633,CUST-002771,2024-09-06,Electronics,16.92,0.1,2.74,False
TXN-511344,CUST-003156,2024-09-06,Apparel,17.94,0.15,6.86,False
TXN-502184,CUST-003072,2024-09-06,Sports & Outdoors,37.19,0.15,12.64,False
TXN-506157,CUST-005793,2024-09-06,Apparel,49.5,0.0,-5.94,True
TXN-507490,CUST-003571,2024-09-06,Beauty,52.26,0.0,28.75,False
TXN-514014,CUST-005798,2024-09-06,Home & Garden,18.27,0.15,5.43,False
TXN-516889,CUST-001399,2024-09-06,Electronics,39.93,0.0,7.19,False
TXN-515145,CUST-001253,2024-09-07,Sports & Outdoors,19.41,0.15,6.6,False
TXN-515177,CUST-003839,2024-09-07,Apparel,62.15,0.2,22.38,False
TXN-502456,CUST-005309,2024-09-07,Home & Garden,116.74,0.2,32.69,False
TXN-512475,CUST-004097,2024-09-07,Home & Garden,48.35,0.0,16.92,False
TXN-505359,CUST-004766,2024-09-07,Beauty,49.37,0.05,25.8,False
TXN-501296,CUST-000859,2024-09-07,Electronics,65.29,0.05,11.16,False
TXN-513744,CUST-002120,2024-09-07,Electronics,34.75,0.0,6.26,False
TXN-508267,CUST-001989,2024-09-07,Electronics,145.67,0.05,-16.61,True
TXN-515227,CUST-003559,2024-09-07,Apparel,38.92,0.05,-4.44,True
TXN-502012,CUST-004984,2024-09-07,Beauty,124.18,0.1,61.47,False
TXN-507051,CUST-000430,2024-09-07,Sports & Outdoors,52.4,0.05,19.91,False
TXN-508607,CUST-001762,2024-09-07,Beauty,44.11,0.15,-4.5,True
TXN-503103,CUST-001443,2024-09-07,Electronics,53.18,0.05,9.09,False
TXN-513236,CUST-001150,2024-09-07,Home & Garden,144.66,0.05,48.1,False
TXN-512353,CUST-001075,2024-09-07,Sports & Outdoors,52.56,0.0,21.02,False
TXN-504084,CUST-004926,2024-09-07,Sports & Outdoors,116.64,0.0,46.66,False
TXN-514663,CUST-005485,2024-09-07,Beauty,81.92,0.0,45.05,False
TXN-505095,CUST-004063,2024-09-07,Electronics,109.41,0.1,-11.82,True
TXN-510644,CUST-004910,2024-09-07,Home & Garden,194.64,0.2,54.5,False
TXN-515593,CUST-001043,2024-09-07,Home & Garden,81.41,0.0,28.49,False
TXN-508101,CUST-001264,2024-09-07,Apparel,70.26,0.05,-8.01,True
TXN-510223,CUST-004991,2024-09-07,Home & Garden,30.22,0.0,10.58,False
TXN-514809,CUST-004180,2024-09-07,Sports & Outdoors,144.27,0.0,-17.31,True
TXN-502506,CUST-005119,2024-09-07,Beauty,41.63,0.0,22.89,False
TXN-516929,CUST-002165,2024-09-07,Software Add-ons,84.39,0.0,60.76,False
TXN-516940,CUST-003677,2024-09-07,Electronics,67.17,0.0,12.09,False
TXN-511612,CUST-005105,2024-09-07,Sports & Outdoors,13.68,0.2,4.38,False
TXN-507063,CUST-000601,2024-09-07,Apparel,332.72,0.1,134.75,False
TXN-516943,CUST-003890,2024-09-07,Electronics,20.49,0.0,3.69,False
TXN-516960,CUST-001089,2024-09-07,Home & Garden,96.83,0.0,33.89,False
TXN-516964,CUST-004026,2024-09-07,Electronics,60.16,0.1,9.75,False
TXN-516966,CUST-001550,2024-09-07,Software Add-ons,220.09,0.05,150.54,False
TXN-516283,CUST-003256,2024-09-07,Apparel,85.35,0.15,-8.71,True
TXN-508636,CUST-001213,2024-09-07,Apparel,13.38,0.05,5.72,False
TXN-501198,CUST-001633,2024-09-07,Beauty,168.61,0.1,83.46,False
TXN-510781,CUST-004973,2024-09-07,Sports & Outdoors,76.79,0.0,30.72,False
TXN-513220,CUST-001815,2024-09-07,Sports & Outdoors,96.46,0.0,38.58,False
TXN-512113,CUST-004430,2024-09-07,Apparel,21.13,0.0,9.51,False
TXN-513447,CUST-004747,2024-09-07,Apparel,71.53,0.05,30.58,False
TXN-503795,CUST-000035,2024-09-07,Home & Garden,62.42,0.0,21.85,False
TXN-516944,CUST-000295,2024-09-07,Software Add-ons,102.49,0.1,66.41,False
TXN-505410,CUST-005863,2024-09-07,Sports & Outdoors,27.88,0.05,10.6,False
TXN-501599,CUST-004971,2024-09-07,Electronics,185.96,0.2,26.78,False
TXN-503122,CUST-004207,2024-09-07,Sports & Outdoors,24.03,0.05,9.13,False
TXN-515761,CUST-001639,2024-09-07,Sports & Outdoors,109.49,0.0,43.8,False
TXN-509386,CUST-000503,2024-09-07,Software Add-ons,45.09,0.05,30.84,False
TXN-509373,CUST-001959,2024-09-07,Sports & Outdoors,111.56,0.15,37.93,False
TXN-515423,CUST-004972,2024-09-07,Beauty,103.97,0.05,54.32,False
TXN-511945,CUST-001320,2024-09-07,Sports & Outdoors,58.81,0.0,23.52,False
TXN-512752,CUST-002582,2024-09-07,Apparel,39.44,0.1,15.97,False
TXN-515321,CUST-005433,2024-09-07,Sports & Outdoors,74.65,0.05,28.37,False
TXN-509105,CUST-000801,2024-09-07,Beauty,98.63,0.0,54.25,False
TXN-515985,CUST-002749,2024-09-07,Apparel,66.5,0.0,29.93,False
TXN-507236,CUST-003119,2024-09-07,Electronics,58.03,0.2,8.36,False
TXN-515301,CUST-002733,2024-09-07,Beauty,122.43,0.0,67.34,False
TXN-509804,CUST-003068,2024-09-08,Home & Garden,60.83,0.05,20.23,False
TXN-501788,CUST-002752,2024-09-08,Beauty,122.58,0.3,47.19,False
TXN-507606,CUST-004742,2024-09-08,Electronics,126.41,0.1,20.48,False
TXN-515089,CUST-002494,2024-09-08,Apparel,96.78,0.15,37.02,False
TXN-517042,CUST-000121,2024-09-08,Home & Garden,51.29,0.0,17.95,False
TXN-506730,CUST-000656,2024-09-08,Home & Garden,42.74,0.1,13.46,False
TXN-506362,CUST-002159,2024-09-08,Electronics,175.46,0.0,31.58,False
TXN-514586,CUST-000200,2024-09-08,Home & Garden,289.99,0.3,71.05,False
TXN-505354,CUST-005472,2024-09-08,Apparel,41.7,0.05,17.82,False
TXN-502949,CUST-002747,2024-09-08,Home & Garden,159.71,0.0,55.9,False
TXN-501531,CUST-002856,2024-09-08,Beauty,103.04,0.05,53.84,False
TXN-517049,CUST-003147,2024-09-08,Electronics,14.06,0.0,2.53,False
TXN-512608,CUST-003628,2024-09-08,Home & Garden,37.8,0.0,13.23,False
TXN-508670,CUST-000705,2024-09-08,Home & Garden,74.51,0.0,26.08,False
TXN-517016,CUST-005942,2024-09-08,Beauty,172.12,0.0,-20.65,True
TXN-512482,CUST-000132,2024-09-08,Sports & Outdoors,111.84,0.15,38.03,False
TXN-511082,CUST-002721,2024-09-08,Sports & Outdoors,11.71,0.15,3.98,False
TXN-501442,CUST-002412,2024-09-08,Electronics,61.18,0.05,10.46,False
TXN-512616,CUST-000023,2024-09-08,Apparel,98.72,0.0,44.42,False
TXN-505334,CUST-001664,2024-09-08,Apparel,24.81,0.0,11.17,False
TXN-500023,CUST-005857,2024-09-08,Sports & Outdoors,86.58,0.05,32.9,False
TXN-515516,CUST-004502,2024-09-08,Home & Garden,207.67,0.15,61.78,False
TXN-516999,CUST-001554,2024-09-08,Sports & Outdoors,130.64,0.0,52.26,False
TXN-511505,CUST-004705,2024-09-08,Electronics,16.85,0.05,2.88,False
TXN-509854,CUST-003561,2024-09-08,Apparel,100.4,0.15,38.4,False
TXN-510258,CUST-002422,2024-09-08,Electronics,44.14,0.05,7.55,False
TXN-512309,CUST-005586,2024-09-08,Electronics,152.13,0.15,23.28,False
TXN-506100,CUST-000587,2024-09-08,Software Add-ons,89.67,0.05,-10.22,True
TXN-517051,CUST-002710,2024-09-08,Sports & Outdoors,109.42,0.1,39.39,False
TXN-510832,CUST-003189,2024-09-08,Apparel,75.03,0.0,33.76,False
TXN-510608,CUST-004583,2024-09-08,Beauty,50.86,0.0,27.98,False
TXN-513345,CUST-002748,2024-09-08,Beauty,117.22,0.0,64.47,False
TXN-504507,CUST-005640,2024-09-08,Apparel,101.65,0.05,43.46,False
TXN-500052,CUST-001125,2024-09-08,Beauty,97.04,0.0,53.37,False
TXN-511435,CUST-004584,2024-09-08,Sports & Outdoors,173.7,0.1,62.53,False
TXN-501106,CUST-004857,2024-09-08,Electronics,31.88,0.0,5.74,False
TXN-515266,CUST-002534,2024-09-08,Software Add-ons,71.17,0.15,43.56,False
TXN-515569,CUST-002541,2024-09-08,Apparel,103.45,0.0,46.55,False
TXN-516992,CUST-003723,2024-09-08,Beauty,116.67,0.1,57.75,False
TXN-510236,CUST-005954,2024-09-08,Software Add-ons,49.15,0.15,30.08,False
TXN-509705,CUST-004048,2024-09-08,Apparel,120.0,0.0,54.0,False
TXN-501483,CUST-001240,2024-09-08,Electronics,251.07,0.0,45.19,False
TXN-500336,CUST-003943,2024-09-08,Apparel,51.78,0.1,20.97,False
TXN-504232,CUST-002504,2024-09-08,Electronics,59.07,0.0,10.63,False
TXN-501983,CUST-002255,2024-09-08,Beauty,81.02,0.0,44.56,False
TXN-509576,CUST-002571,2024-09-08,Apparel,125.88,0.0,56.64,False
TXN-509967,CUST-000012,2024-09-08,Home & Garden,138.82,0.3,34.01,False
TXN-500761,CUST-005390,2024-09-08,Sports & Outdoors,165.22,0.0,66.09,False
TXN-507725,CUST-002213,2024-09-09,Software Add-ons,83.25,0.15,50.95,False
TXN-504792,CUST-001841,2024-09-09,Beauty,71.47,0.0,39.31,False
TXN-503653,CUST-000153,2024-09-09,Apparel,110.32,0.05,47.16,False
TXN-517104,CUST-003480,2024-09-09,Beauty,118.09,0.0,64.95,False
TXN-503564,CUST-003893,2024-09-09,Electronics,94.47,0.05,16.15,False
TXN-500850,CUST-002951,2024-09-09,Sports & Outdoors,290.99,0.1,104.76,False
TXN-513970,CUST-000714,2024-09-09,Apparel,31.31,0.0,14.09,False
TXN-508501,CUST-004345,2024-09-09,Apparel,46.69,0.1,18.91,False
TXN-512284,CUST-000325,2024-09-09,Electronics,54.87,0.15,8.39,False
TXN-503725,CUST-004095,2024-09-09,Software Add-ons,127.48,0.15,78.02,False
TXN-516373,CUST-003542,2024-09-09,Electronics,70.82,0.0,12.75,False
TXN-516676,CUST-001189,2024-09-09,Apparel,70.82,0.0,31.87,False
TXN-502813,CUST-004110,2024-09-09,Software Add-ons,107.33,0.0,77.28,False
TXN-509295,CUST-005359,2024-09-09,Apparel,81.59,0.0,36.72,False
TXN-517143,CUST-002801,2024-09-09,Electronics,11.05,0.0,1.99,False
TXN-517142,CUST-001577,2024-09-09,Apparel,37.16,0.1,15.05,False
TXN-515818,CUST-001564,2024-09-09,Sports & Outdoors,27.45,0.0,10.98,False
TXN-507677,CUST-004907,2024-09-09,Electronics,202.51,0.05,34.63,False
TXN-514170,CUST-001115,2024-09-09,Beauty,83.0,0.05,43.37,False
TXN-512677,CUST-004055,2024-09-09,Home & Garden,100.25,0.05,33.33,False
TXN-517141,CUST-005667,2024-09-09,Home & Garden,16.33,0.1,5.14,False
TXN-514557,CUST-000001,2024-09-09,Electronics,56.3,0.1,9.12,False
TXN-517119,CUST-003835,2024-09-09,Apparel,244.5,0.15,93.52,False
TXN-508575,CUST-003151,2024-09-09,Beauty,46.18,0.0,25.4,False
TXN-509669,CUST-000615,2024-09-09,Beauty,35.14,0.2,15.46,False
TXN-511065,CUST-004541,2024-09-09,Electronics,20.28,0.0,3.65,False
TXN-511760,CUST-000007,2024-09-09,Electronics,128.01,0.1,20.74,False
TXN-517079,CUST-000072,2024-09-09,Beauty,38.89,0.1,19.25,False
TXN-500412,CUST-005785,2024-09-09,Electronics,23.79,0.0,4.28,False
TXN-514400,CUST-002316,2024-09-09,Electronics,27.4,0.0,4.93,False
TXN-511674,CUST-000363,2024-09-09,Home & Garden,266.84,0.0,93.39,False
TXN-512758,CUST-003010,2024-09-09,Apparel,43.98,0.0,19.79,False
TXN-500177,CUST-005852,2024-09-09,Electronics,128.21,0.05,21.92,False
TXN-511002,CUST-003215,2024-09-09,Beauty,75.22,0.0,41.37,False
TXN-514439,CUST-005329,2024-09-09,Electronics,217.48,0.3,27.4,False
TXN-505013,CUST-003810,2024-09-09,Electronics,84.92,0.0,15.29,False
TXN-511979,CUST-005108,2024-09-09,Apparel,136.99,0.05,58.56,False
TXN-509001,CUST-001210,2024-09-09,Beauty,59.12,0.0,32.51,False
TXN-514099,CUST-000766,2024-09-09,Home & Garden,76.68,0.1,24.15,False
TXN-517063,CUST-000770,2024-09-09,Electronics,37.39,0.0,6.73,False
